id,title,company,city,salary,education,experience,job_type,skills,benefits,description,requirements,publish_date,contact_person,phone,email,address,source,status,views,applications
1467,护理员,健康管理公司926,温州,4000-5000元/月,不限,不限,长期,身体健康、吃苦耐劳、吸痰护理、责任心强、心理护理、沟通技巧、血压测量,交通补贴、年终奖、晋升空间、节日福利、意外保险、生日福利,负责护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,性别要求：不限；工作经验：1-3年；年龄要求：44岁以下；技能要求：血压测量、沟通技巧、生活护理、耐心细心、基础护理、急救技能；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：本科,2025-08-28,汪桂芝,13833723878,vxu@example.net,四川省辽阳市南湖齐街K座 724854,智联招聘,已结束,666,25
1468,护理助理,社区卫生服务中心907,哈尔滨,15000-20000元/月,不限,1年以下,兼职,责任心强、药物管理、医疗护理、有爱心、心理护理、生活护理、吃苦耐劳,餐补、包吃包住、节日福利、加班费、五险一金,为护理助理岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,工作经验：1年以下；学历要求：中专；技能要求：药物管理、责任心强、沟通技巧、身体健康、康复护理；性别要求：女；年龄要求：42岁以下,2025-09-16,王娜,13257113339,guiying75@example.net,青海省天津市南长北京路C座 490787,猎聘网,已结束,718,0
1469,医疗护理员,养老院304,呼和浩特,2000-3000元/月,不限,不限,临时,耐心细心、心理护理、血糖监测,生日福利、餐补、意外保险、健康体检、晋升空间、培训机会,负责医疗护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,年龄要求：58岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：不限；性别要求：女,2025-09-15,汪玉英,15066429836,jing49@example.org,青海省邯郸市西峰重庆街x座 622941,猎聘网,已结束,846,36
1470,专业护理员,专业护理机构954,合肥,8000-10000元/月,大专,10年以上,临时,营养配餐、安全防护、沟通技巧,加班费、生日福利、培训机会、绩效奖金,为专业护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,技能要求：鼻饲护理、无传染病、责任心强、心理护理、药物管理、沟通技巧；性别要求：男；学历要求：中专；年龄要求：52岁以下,2025-09-13,王峰,13494774483,tao30@example.org,内蒙古自治区海燕市西夏朱街e座 765627,猎聘网,已结束,382,32
1471,专业护理员,医院499,深圳,15000-20000元/月,高中,1-3年,短期,急救技能、血糖监测、生活护理、耐心细心、有爱心、医疗护理,年终奖、晋升空间、住宿补贴,招聘专业护理员，工作地点在深圳，要求身体健康，有爱心，能吃苦耐劳。,技能要求：药物管理、鼻饲护理、耐心细心、伤口护理；年龄要求：31岁以下；学历要求：中专；其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：不限,2025-09-02,阮超,13167753925,ypan@example.net,河北省武汉市和平澳门街K座 576997,智联招聘,招聘中,196,5
1472,护理员,医院827,福州,25000-30000元/月,高中,1-3年,长期,按摩技能、吸痰护理、心理护理、导尿护理、无传染病,五险一金、生日福利、交通补贴、培训机会、餐补,负责护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：10年以上；学历要求：不限；技能要求：血压测量、按摩技能、耐心细心、基础护理、急救技能；性别要求：女；年龄要求：32岁以下,2025-08-24,郭楠,13977453620,xiulan73@example.org,云南省桂芳市海陵杨路D座 937478,拉勾网,已结束,58,20
1473,老年护理员,养老服务公司376,重庆,5344元/月,不限,1-3年,短期,心理护理、吸痰护理、急救技能、生活护理,绩效奖金、五险一金、意外保险,在养老服务公司376担任老年护理员，负责日常护理工作，具备良好的沟通能力和责任心。,学历要求：高中；年龄要求：32岁以下；工作经验：不限；技能要求：营养配餐、吸痰护理、有爱心、翻身护理、血糖监测,2025-09-09,万玉兰,14568427972,eren@example.org,福建省澳门市门头沟海口街m座 821126,拉勾网,已暂停,615,4
1474,居家护理员,养老服务公司68,乌鲁木齐,11734元/月,高中,1年以下,实习,无传染病、康复护理、翻身护理、药物管理、身体健康、安全防护,健康体检、加班费、晋升空间,招聘居家护理员，工作地点在乌鲁木齐，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：1-3年；学历要求：中专；年龄要求：37岁以下；技能要求：翻身护理、沟通技巧、生活护理；性别要求：男,2025-09-18,赵洁,15113356000,xiafeng@example.net,广西壮族自治区海门县怀柔陈街G座 939169,Boss直聘,已结束,880,28
1475,医疗护理员,专业护理机构415,深圳,10000-12000元/月,高中,1年以下,白班,有爱心、责任心强、身体健康、耐心细心,晋升空间、意外保险、加班费、培训机会、健康体检、住宿补贴,招聘医疗护理员，工作地点在深圳，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：48岁以下；学历要求：初中；性别要求：男；工作经验：不限；技能要求：有爱心、药物管理、基础护理、体位护理,2025-08-24,谢超,15099438871,lyuan@example.net,黑龙江省桂英县双滦杨路S座 401113,智联招聘,已结束,665,18
1476,专业护理员,康复中心23,济南,12000-15000元/月,护理专业优先,不限,兼职,体位护理、鼻饲护理、身体健康、吸痰护理、安全防护、血压测量,晋升空间、住宿补贴,在康复中心23担任专业护理员，负责日常护理工作，具备良好的沟通能力和责任心。,年龄要求：30岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：导尿护理、血压测量、药物管理、医疗护理、营养配餐、耐心细心、身体健康、安全防护；学历要求：护理专业优先；性别要求：男,2025-09-03,侯强,13336975603,tao66@example.com,浙江省丽娟市南溪兴安盟街Y座 991831,51job,已暂停,891,19
1477,老年护理员,健康产业公司459,青岛,25000-30000元/月,本科,5-10年,夜班,吃苦耐劳、医疗护理、基础护理,生日福利、五险一金、晋升空间、包吃包住、意外保险、健康体检,在健康产业公司459担任老年护理员，负责日常护理工作，具备良好的沟通能力和责任心。,年龄要求：55岁以下；学历要求：大专；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：不限；技能要求：安全防护、伤口护理、无传染病、医疗护理、责任心强,2025-09-17,戴帆,18278152511,ping89@example.net,贵州省海门市高明许街x座 189702,Boss直聘,已暂停,828,45
1478,护理助理,护理站579,沈阳,10000-12000元/月,不限,1-3年,实习,医疗护理、吃苦耐劳、鼻饲护理、康复护理、吸痰护理、心理护理、药物管理、伤口护理,包吃包住、住宿补贴、绩效奖金、餐补、意外保险,在护理站579担任护理助理，负责日常护理工作，具备良好的沟通能力和责任心。,学历要求：中专；性别要求：不限；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：1-3年；年龄要求：36岁以下,2025-08-24,李敏,15009424151,tao70@example.org,湖北省海门市和平佛山路v座 886829,猎聘网,招聘中,972,31
1479,养老护理员,家政服务公司186,苏州,8000-10000元/月,高中,10年以上,长期,沟通技巧、无传染病、按摩技能、康复护理、责任心强、药物管理、身体健康,生日福利、五险一金、包吃包住、意外保险,需要养老护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,工作经验：1年以下；年龄要求：38岁以下；技能要求：药物管理、吃苦耐劳、安全防护、翻身护理；其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：不限；学历要求：不限,2025-09-18,贾桂花,15349602983,minchang@example.org,安徽省兴安盟县萧山兰路p座 813216,拉勾网,已结束,589,35
1480,养老护理员,健康产业公司389,昆明,12000-15000元/月,初中,10年以上,全职,身体健康、沟通技巧、生活护理、无传染病、耐心细心,带薪年假、晋升空间、加班费,招聘养老护理员，工作地点在昆明，要求身体健康，有爱心，能吃苦耐劳。,技能要求：心理护理、医疗护理、无传染病、药物管理、按摩技能、血糖监测；学历要求：初中；年龄要求：24岁以下,2025-08-26,陈平,15042619376,guiying66@example.org,四川省广州县秀英胡路a座 419286,51job,已结束,538,50
1481,家庭护理员,社区卫生服务中心572,厦门,4882元/月,大专,1-3年,全职,心理护理、急救技能、无传染病、鼻饲护理、吸痰护理、安全防护、伤口护理、血压测量,五险一金、加班费、带薪年假,需要家庭护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,技能要求：营养配餐、急救技能、基础护理、沟通技巧、体位护理；性别要求：不限；工作经验：10年以上,2025-08-29,周波,14586243721,jiepeng@example.com,宁夏回族自治区淮安县魏都贾路q座 526164,51job,招聘中,176,47
1482,病患护理员,护理站247,北京,25000-30000元/月,护理专业优先,3-5年,全职,伤口护理、翻身护理、体位护理,加班费、五险一金,招聘病患护理员，工作地点在北京，要求身体健康，有爱心，能吃苦耐劳。,工作经验：10年以上；学历要求：不限；其他要求：身体健康，无传染病史，有爱心和责任心,2025-08-26,董桂英,15627007348,yan57@example.com,海南省秀华市南长徐街K座 703540,Boss直聘,已结束,262,13
1483,病患护理员,护理站43,南京,13031元/月,高中,10年以上,全职,身体健康、心理护理、沟通技巧、翻身护理,餐补、节日福利、培训机会、绩效奖金、意外保险,为病患护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：女；年龄要求：57岁以下；工作经验：不限；学历要求：护理专业优先；技能要求：医疗护理、生活护理、责任心强、按摩技能、有爱心,2025-09-01,吴畅,13694829336,xiulanchang@example.org,浙江省丹市东城秦街T座 385300,猎聘网,招聘中,882,47
1484,专业护理员,养老院637,石家庄,2000-3000元/月,初中,不限,夜班,伤口护理、无传染病、沟通技巧、基础护理、体位护理、吸痰护理、导尿护理,住宿补贴、意外保险、带薪年假、节日福利、年终奖、交通补贴,招聘专业护理员，工作地点在石家庄，要求身体健康，有爱心，能吃苦耐劳。,年龄要求：26岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：不限；技能要求：耐心细心、有爱心、医疗护理、心理护理、沟通技巧；学历要求：不限；工作经验：1年以下,2025-09-06,曹帅,13023183271,weiwei@example.org,重庆市东莞县南溪潜江路U座 326998,猎聘网,招聘中,152,26
